"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013723","1942-05","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","93.6","0","66.9",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","8","","","","19420510",",,0","19420531","+,,0","19420531","+,,0","5","","19420521",",,0","19420531",",,0","5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,21,","32.2",",0,31,","2041.1","0","20.5",",0","119.7",",,,0","","","","","","","","","0",",,,0","19.83",",0","25.98",",,,0","13.68",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-06","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","268.8","0","175.2",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","8","","","","19420616","+,,0","19420630","+,,0","19420630","+,,0","8","","19420610",",,0","19420621",",,0","13.9",",0,16,+","0",",,0,30,+","0",",,0,30,+","31.2",",,0,10,","34.4",",0,21,","2041.1","0","0.0",",0","107.6",",,,0","","","","","","","","","0",",,,0","24.17",",0","29.92",",,,0","18.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-07","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","490.0","0","221.2",",0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","5","","","","19420708",",,0","19420731","+,,0","19420731","+,,0","2","","19420701",",,0","19420720",",,0","14.4",",0,08,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,01,","36.1",",0,20,","0.0","0","0.0",",0","108.3",",,,0","","","","","","","","","0",",,,0","25.47",",0","31.08",",,,0","19.86",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-08","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","665.5","0","175.5",",0","16",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","7","","","","19420826",",,0","19420831","+,,0","19420831","+,,0","9","","19420808",",,0","19420803","+,,0","9.4",",0,26,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,08,","36.7",",0,03,+","1.4","0","1.4",",0","140.5",",,,0","","","","","","","","","0",",,,0","23.95",",0","29.15",",,,0","18.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-09","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","788.9","0","123.4",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","5","","","","19420929",",,0","19420930","+,,0","19420930","+,,0","1","","19420906",",,0","19420918",",,0","1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,06,","33.3",",0,18,","34.1","0","32.7",",0","80.6",",,,0","","","","","","","","","0",",,,0","21.36",",0","27.59",",,,0","15.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-10","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","791.7","0","2.8",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","3","","","","19421027",",,0","19421031","+,,0","19421031","+,,0","","","19421026",",,0","19421009",",,0","-1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,26,","27.8",",0,09,","124.3","0","90.2",",0","108.4",",,,0","","","","","","","","","0",",,,0","15.51",",0","21.77",",,,0","9.25",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-11","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","792.3","0","0.6",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","7",",0","0",",0","4","","","","19421128","+,,0","19421130","+,,0","19421130","+,,0","","","19421123",",,0","19421121",",,0","-5.6",",0,28,+","0",",,0,30,+","0",",,0,30,+","21.6",",,0,23,","26.1",",0,21,","388.3","0","264.0",",0","32.3",",,,0","","","","","","","","","0",",,,0","9.55",",0","16.20",",,,0","2.91",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1942-12","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","792.3","0","0.0",",0","16",",0","6",",0","0",",0","2",",0","1",",0","0",",0","24",",0","1",",0","0",",0","0",",0","8","","","","19421221","+,,0","19421217","+,,0","19421216",",,0","1","","19421201",",,0","19421229",",,0","-12.8",",0,21,+","25",",,0,17,+","30",",,0,16,","19.1",",,0,01,","20.6",",0,29,","858.4","0","470.1",",0","87.6",",,,0","","","","","","","","","53",",,,0","3.17",",0","8.75",",,,0","-2.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-01","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","2.5","0","2.5",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","22",",0","1",",0","1",",0","0",",0","1","","","","19430106",",,0","19430130","+,,0","19430130","+,,0","","","19430118",",,0","19430117",",,0","-10.0",",0,06,","0",",T,0,30,+","0",",T,0,30,+","41.1",",,0,18,","24.4",",0,17,","1271.4","0","413.0",",0","116.5",",,,0","","","","","","","","","0",",T,,0","5.09",",0","10.76",",,,0","-0.59",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-02","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","2.5","0","0.0",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","16",",0","3",",0","2",",0","0",",0","1","","","","19430215",",,0","19430228","+,,0","19430226","+,,0","","","19430205",",,0","19430224",",,0","-14.4",",0,15,","0",",,0,28,+","0",",T,0,26,+","26.9",",,0,05,","23.9",",0,24,","1626.6","0","355.2",",0","63.0",",,,0","","","","","","","","","0",",T,,0","5.65",",0","12.82",",,,0","-1.52",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-03","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","3.6","0","1.1",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","5",",0","0",",0","4","","","","19430304",",,0","19430321","+,,0","19430303",",,0","","","19430306",",,0","19430331","+,,0","-12.2",",0,04,","0",",T,0,21,+","13",",,0,03,","47.0",",,0,06,","25.0",",0,31,+","1950.0","0","323.4",",0","113.2",",,,0","","","","","","","","","31",",,,0","7.94",",0","14.64",",,,0","1.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-04","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","16.1","0","12.5",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","3","","","","19430404",",,0","19430430","+,,0","19430415",",,0","2","","19430419",",,0","19430428",",,0","-6.1",",0,04,","0",",,0,30,+","0",",T,0,15,","47.2",",,0,19,","30.6",",0,28,","2121.0","0","171.0",",0","92.1",",,,0","","","","","","","","","0",",T,,0","13.05",",0","20.06",",,,0","6.04",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-05","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","100.8","0","84.7",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","7","","","","19430502",",,0","19430531","+,,0","19430531","+,,0","3","","19430515",",,0","19430507",",,0","2.2",",0,02,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,15,","32.2",",0,07,","2148.3","0","27.3",",0","72.7",",,,0","","","","","","","","","0",",,,0","20.18",",0","26.47",",,,0","13.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-06","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","321.0","0","220.2",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","5","","","","19430610","+,,0","19430630","+,,0","19430630","+,,0","10","","19430617",",,0","19430606","+,,0","17.8",",0,10,+","0",",,0,30,+","0",",,0,30,+","31.5",",,0,17,","35.6",",0,06,+","2148.3","0","0.0",",0","145.7",",,,0","","","","","","","","","0",",,,0","25.67",",0","31.65",",,,0","19.70",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-07","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","524.7","0","203.7",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","3","","","","19430702",",,0","19430731","+,,0","19430731","+,,0","11","","19430710",",,0","19430717",",,0","15.6",",0,02,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,10,","34.4",",0,17,","1.1","0","1.1",",0","112.5",",,,0","","","","","","","","","0",",,,0","24.87",",0","29.99",",,,0","19.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-08","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","742.5","0","217.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","2","","","","19430820",",,0","19430831","+,,0","19430831","+,,0","6","","19430828",",,0","19430825","+,,0","11.1",",0,20,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,28,","36.1",",0,25,+","1.1","0","0.0",",0","38.7",",,,0","","","","","","","","","0",",,,0","25.36",",0","32.24",",,,0","18.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-09","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","812.6","0","70.1",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","4","","","","19430927",",,0","19430930","+,,0","19430930","+,,0","1","","19430908",",,0","19430902",",,0","5.0",",0,27,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,08,","33.3",",0,02,","39.2","0","38.1",",0","71.1",",,,0","","","","","","","","","0",",,,0","19.40",",0","25.99",",,,0","12.81",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-10","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","819.6","0","7.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","1","","","","19431018",",,0","19431031","+,,0","19431031","+,,0","1","","19431027",",,0","19431001",",,0","-3.9",",0,18,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,27,","29.4",",0,01,","182.6","0","143.4",",0","18.8",",,,0","","","","","","","","","0",",,,0","13.93",",0","21.57",",,,0","6.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-11","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","819.6","0","0.0",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","19",",0","0",",0","8",",0","0",",0","1","","","","19431112",",,0","19431130","+,,0","19431129",",,0","","","19431108",",,0","19431121","+,,0","-8.3",",0,12,","0",",,0,30,+","0",",T,0,29,","26.4",",,0,08,","23.9",",0,21,+","491.6","0","309.0",",0","34.8",",,,0","","","","","","","","","0",",T,,0","8.03",",0","16.00",",,,0","0.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1943-12","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","819.6","0","0.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","21",",0","3",",0","2",",0","0",",0","2","","","","19431217",",,0","19431225",",,0","19431230","+,,0","","","19431226",",,0","19431209",",,0","-14.4",",0,17,","0",",T,0,25,","0",",T,0,30,+","33.5",",,0,26,","22.2",",0,09,","937.1","0","445.5",",0","73.4",",,,0","","","","","","","","","0",",T,,0","3.96",",0","10.05",",,,0","-2.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-01","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","0.6","0","0.6",",0","6",",0","6",",0","2",",0","4",",0","2",",0","0",",0","24",",0","0",",0","2",",0","0",",0","","","","","19440109",",,0","19440109",",,0","19440109",",,0","","","19440103",",,0","19440128",",,0","-11.1",",0,09,","102",",,0,09,","76",",,0,09,","30.2",",,0,03,","25.6",",0,28,","1392.3","0","455.2",",0","85.6",",,,0","","","","","","","","","143",",,,0","3.67",",0","9.55",",,,0","-2.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-02","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","0.6","0","0.0",",0","13",",0","9",",0","2",",0","1",",0","1",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","","","19440213",",,0","19440214",",,0","19440214",",,0","","","19440217",",,0","19440227",",,0","-11.1",",0,13,","25",",,0,14,","64",",,0,14,","32.0",",,0,17,","23.3",",0,27,","1766.6","0","374.3",",0","123.8",",,,0","","","","","","","","","64",",,,0","5.43",",0","11.09",",,,0","-0.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-03","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","1.7","0","1.1",",0","13",",0","9",",0","4",",0","0",",0","0",",0","0",",0","14",",0","0",",0","8",",0","0",",0","","","","","19440310",",,0","19440331","+,,0","19440331","+,,0","1","","19440319",",,0","19440326",",,0","-7.2",",0,10,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,19,","26.7",",0,26,","2095.7","0","329.1",",0","176.5",",,,0","","","","","","","","","0",",,,0","7.75",",0","14.19",",,,0","1.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-04","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","9.8","0","8.1",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","16",",0","0",",0","","","","","19440406","+,,0","19440430","+,,0","19440404",",,0","4","","19440411",",,0","19440410",",,0","-3.3",",0,06,+","0",",,0,30,+","0",",T,0,04,","68.3",",,0,11,","28.9",",0,10,","2246.7","0","151.0",",0","123.0",",,,0","","","","","","","","","0",",T,,0","13.57",",0","20.26",",,,0","6.88",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-05","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","126.9","0","117.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","19440508",",,0","19440531","+,,0","19440531","+,,0","9","","19440506",",,0","19440531","+,,0","3.9",",0,08,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,06,","32.8",",0,31,+","2262.3","0","15.6",",0","47.7",",,,0","","","","","","","","","0",",,,0","21.61",",0","28.92",",,,0","14.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-06","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","325.6","0","198.7",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","","","19440621",",,0","19440630","+,,0","19440630","+,,0","8","","19440614",",,0","19440619","+,,0","10.0",",0,21,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,14,","37.8",",0,19,+","2262.3","0","0.0",",0","32.1",",,,0","","","","","","","","","0",",,,0","24.96",",0","32.18",",,,0","17.73",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-07","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","514.9","0","189.3",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","19440704",",,0","19440731","+,,0","19440731","+,,0","11","","19440714",",,0","19440727",",,0","13.3",",0,04,","0",",,0,31,+","0",",,0,31,+","74.7",",,0,14,","34.4",",0,27,","0.0","0","0.0",",0","168.5",",,,0","","","","","","","","","0",",,,0","24.44",",0","30.41",",,,0","18.47",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-08","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","689.6","0","174.7",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","19440827","+,,0","19440831","+,,0","19440831","+,,0","5","","19440822",",,0","19440811",",,0","12.8",",0,27,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,22,","35.0",",0,11,","6.9","0","6.9",",0","78.8",",,,0","","","","","","","","","0",",,,0","23.75",",0","29.53",",,,0","17.96",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-09","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","794.0","0","104.4",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","","","19440909",",,0","19440930","+,,0","19440930","+,,0","2","","19440929",",,0","19440903","+,,0","9.4",",0,09,","0",",,0,30,+","0",",,0,30,+","69.6",",,0,29,","33.9",",0,03,+","20.5","0","13.6",",0","181.4",",,,0","","","","","","","","","0",",,,0","21.36",",0","26.66",",,,0","16.05",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-10","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","811.2","0","17.2",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","19441023",",,0","19441031","+,,0","19441031","+,,0","1","","19441020",",,0","19441007",",,0","0.6",",0,23,","0",",,0,31,+","0",",,0,31,+","52.3",",,0,20,","30.0",",0,07,","157.8","0","137.3",",0","65.3",",,,0","","","","","","","","","0",",,,0","14.46",",0","21.52",",,,0","7.40",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-11","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","811.2","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","","","","","19441107",",,0","19441130","+,,0","19441123",",,0","","","19441127",",,0","19441101",",,0","-3.9",",0,07,","0",",,0,30,+","0",",T,0,23,","49.0",",,0,27,","23.3",",0,01,","458.9","0","301.1",",0","85.8",",,,0","","","","","","","","","0",",T,,0","8.30",",0","14.02",",,,0","2.57",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1944-12","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","811.2","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","19441215",",,0","19441229","+,,0","19441222","+,,0","","","19441211",",,0","19441225",",,0","-10.0",",0,15,","0",",T,0,29,+","0",",T,0,22,+","21.3",",,0,11,","17.2",",0,25,","974.4","0","515.5",",0","55.7",",,,0","","","","","","","","","0",",T,,0","1.70",",0","7.08",",,,0","-3.67",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-01","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","","","19450130",",,0","19450131","+,,0","19450110","+,,0","","","19450101",",,0","19450101",",,0","-8.3",",0,30,","0",",,0,31,+","0",",T,0,10,+","17.5",",,0,01,","15.0",",0,01,","1445.7","0","471.3",",0","48.2",",,,0","","","","","","","","","0",",T,,0","3.13",",0","8.19",",,,0","-1.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-02","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0",",0","1",",0","0",",0","","","","","19450201",",,0","19450206",",,0","19450206",",,0","","","19450213",",,0","19450226",",,0","-10.0",",0,01,","0",",T,0,06,","0",",T,0,06,","31.2",",,0,13,","21.1",",0,26,","1803.7","0","358.0",",0","124.7",",,,0","","","","","","","","","0",",T,,0","5.55",",0","10.95",",,,0","0.14",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-03","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","23.9","0","23.9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","","","","","19450310",",,0","19450331","+,,0","19450331","+,,0","2","","19450321",",,0","19450317",",,0","0.6",",0,10,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,21,","32.2",",0,17,","1942.3","0","138.6",",0","49.1",",,,0","","","","","","","","","0",",,,0","14.64",",0","21.16",",,,0","8.11",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-04","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","44.6","0","20.7",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","","","","","19450407",",,0","19450430","+,,0","19450430","+,,0","3","","19450423",",,0","19450414",",,0","-3.9",",0,07,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,23,","30.6",",0,14,","2037.7","0","95.4",",0","64.8",",,,0","","","","","","","","","0",",,,0","15.84",",0","22.58",",,,0","9.11",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-05","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","90.8","0","46.2",",0","14",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","19450505",",,0","19450531","+,,0","19450531","+,,0","7","","19450526",",,0","19450529",",,0","2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,26,","31.7",",0,29,","2112.3","0","74.6",",0","129.9",",,,0","","","","","","","","","0",",,,0","17.42",",0","23.67",",,,0","11.16",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-06","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","269.8","0","179.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","18",",0","","","","","19450606","+,,0","19450630","+,,0","19450630","+,,0","4","","19450630",",,0","19450630",",,0","9.4",",0,06,+","0",",,0,30,+","0",",,0,30,+","12.4",",,0,30,","37.8",",0,30,","2128.4","0","16.1",",0","38.7",",,,0","","","","","","","","","0",",,,0","23.76",",0","30.22",",,,0","17.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1945-07","36.0969","-79.94316","275.0","GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US","","","","","","","","","","","480.0","0","210.2",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","19450713","+,,0","19450731","+,,0","19450731","+,,0","14","","19450715",",,0","19450702",",,0","15.0",",0,13,+","0",",,0,31,+","0",",,0,31,+","33.8",",,0,15,","35.6",",0,02,","0.0","0","0.0",",0","88.9",",,,0","","","","","","","","","0",",,,0","25.11",",0","30.51",",,,0","19.72",",,,0","","","","","","","","","","","","","","","","","","","","","",""
